movieId,title,genres,overview
2112,Grand Canyon (1991),Crime|Drama,
2114,"Outsiders, The (1983)",Drama,"Маленький городок в штате Оклахома, 60-е годы. В извечном конфликте противостоят друг другу банды подростков, разделенных по имущественному признаку."
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,"Вторая часть невероятных похождений прославленного археолога и искателя приключений Индианы Джонса. В этот раз бесстрашный доктор Джонс совершит путешествие в сердце Гималаев вместе с ресторанной певичкой Уилли Скотт и своим верным маленьким помощником Коротышкой.Здесь, среди величественных гор, археологу и его спутникам предстоит столкнуться кровавым культом поклонения древней Богине Смерти — Кали."
2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,"Хроника Великой войны за Кольцо, длившейся не одну тысячу лет. Тот, кто владел Кольцом, получал власть над всеми живыми тварями, но был обязан служить злу. Хоббит Фродо призван уничтожить Кольцо. Он отправился за ним в Мордор и на огненную Гору Судьбы вместе с союзниками - эльфами, гномами, людьми и хоббитами."
2117,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi,"Для подавления массовых волнений Океании правящая партия заново воссоздает прошлое и настоящее. За каждым гражданином неусыпно наблюдают, каждому с помощью телевидения промывают мозги. И даже двое любовников вынуждены скрывать свои чувства, поскольку секс и межличностные отношения объявлены вне закона."
2118,"Dead Zone, The (1983)",Thriller,"История человека, который после несчастного случая обнаружил в себе выдающиеся психофизические способности. Он пытается найти своё место в мире, используя этот необычный дар с пользой для людей."
2119,Maximum Overdrive (1986),Horror,"Когда комета Ри-М проходит через орбиту Земли и задевает ее своим хвостом, происходит глобальная катастрофа. Перестают качать насосы, выходят из строя компьютеры, электрические ножи режут домохозяек, а газонокосилки косят людей как траву. Внезапно ожившие машины из лучших друзей человека превращаются в его злейших врагов, жаждущих человеческой крови. Особенно безжалостно ведут себя огромные грузовики, давящие всех на своем пути.  Горстка людей во главе с Билли Робинсоном, укрывшись от стаи взбесившихся грузовиков в здании бензозаправочной станции, готовится дать последний бой взбунтовавшимся машинам…"
2120,Needful Things (1993),Drama|Horror,"В тихом городке Касл-Рок открывается необычайный магазин «Нужные вещи», где можно за полцены купить все, что душе угодно. За вторую половину цены хозяин требует, чтобы покупатель устроил какую-нибудь пакость ближнему своему. В результате городок превращается в преисподнюю. Убийства, драки, взрывы, сведения счетов - сам дьявол манипулирует здешними обывателями. Только не шериф - единственный человек в Касл-Рок, который ничего не захотел купить в этом проклятом магазине."
2121,Cujo (1983),Horror|Thriller,"Действие фильма происходит в тихом уголке Новой Англии, но никакой идиллии — женщину и ее сына терроризирует собака. Огромный сербернар по кличке Куджо, укушенный летучей мышью…"
2122,Children of the Corn (1984),Horror|Thriller,"В маленьком городке, окруженном кукурузными полями, появляется 12-летний проповедник Исаак. Он призывает детей убивать взрослых, чтобы их кровью напитать жаждущие поля. Исаак запрещает детям играть, убеждая принести себя в жертву полям в день 19-летия. Многие пытаются бежать, но он настигает их!"
2123,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy,"Восхитительный классический мультфильм Дона Блата, режиссера ""Анастасии"". Пес по имени Чарли Баркин, занимавшийся азартными играми, погибает от лап питбуля Карфейса, и оказывается в раю - просто потому, что все псы обязательно попадают в рай. Однако Чарли так хочет рассчитаться со своим убийцей, что возвращается на Землю. Вместе со своим верным другом Итчи, Чарли раскрывает главный секрет преуспевания Карфейса. Карфейс использует необыкновенные способности маленькой девочки-сироты по имени Энн-Мари, которая умеет разговаривать с животными и угадывает результаты крысиных бегов и лошадиных скачек. Чарли похищает девочку, и они становятся лучшими друзьями. Им предстоит пережить множество невероятных приключений, прежде чем Чарли сможет, завершив свои земные дела, со спокойной душой отправиться обратно в рай…"
2124,"Addams Family, The (1991)",Children|Comedy|Fantasy,"Блистательная «черная комедия» о колоритной семейке, обитающей в не менее колоритном доме. Ужасы тонко стилизованы и не внушают страха.Бездна фантазии, юмора, Кристофер Ллойд в роли незадачливого дядюшки Фестера выше всяких похвал! Фильм до сих пор имеет почти культовый успех."
2125,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance,"Это не банальная история Золушки, которая знакома всем с детства. Для своего шестнадцатого века Даниэлла — явление уникальное. Она не только привлекательна, но и по — мальчишески ловка и энергична.Обладая острым умом и чувством независимости, Даниэлла не ждет, когда принц ее выручит. Напротив, она сама приходит к нему на помощь и даже в нужный момент спасает ему жизнь, перенеся на своей спине в безопасное место."
2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller,"Начиная с первых сенсационных выстрелов и заканчивая неожиданным финалом, фильм полон загадок и тревожного ожидания. Кейдж играет роль Рика Санторо, эксцентричного детектива полиции Атлантик-Сити, который приходит посмотреть на своего спортивного кумира и заодно поправить свои финансовые дела на тотализаторе. Внезапная стрельба во время поединка превращает 14 тысяч болельщиков в свидетелей политического убийства. Показания свидетелей, видеозаписи электронной системы наблюдения за казино и информация, полученная от таинственной незнакомки в белом, — все это вместе рисует перед видавшим виды Санторо настолько невероятную картину убийства, что он просто отказывается в нее верить."
2130,Atlantic City (1980),Crime|Drama|Romance,"Гангстер Лу ушел на покой и живет в Атлантик-Сити, такой же, как и Лас-Вегас, столице американского игорного бизнеса. Но жизнь Лу круто меняется, когда он знакомится с молодым жуликом Дэйвом, укравшем наркотики у мафии, и его бывшей женой Сэлли, работающей в одном из казино Атлантик-Сити.  Мафиози настигают и убивают Дэйва, а Лу и Сэлли попадают в самый центр событий, в которых смешалось все — любовь и деньги, наркотики и смерть…"
2131,Autumn Sonata (Höstsonaten) (1978),Drama,"На судьбах одной семьи — известной пианистки Шарлотты Андергаст, ее мужа архитектора Юсефа, и их дочерей, Евы и Елены в фильме показывается крушение семейных уз, распад семьи."
2132,Who's Afraid of Virginia Woolf? (1966),Drama,"Роль неряшливой, вульгарной Марты принесла Элизабет Тейлор ее вторую Награду Американской Киноакадемии, а также — Награду Нью-Йоркских кинокритиков и Награду Британской киноакадемии как лучшей актрисе. Ричард Бартон играет ее мужа, раздираемого на части эмоциями профессора истории. Джордж Сигал и Санди Деннис играют молодую пару новичков на факультете, которые попадают в паутину Джорджа и Марты, и понимают, что их собственный брак находится под угрозой…"
2133,Adventures in Babysitting (1987),Adventure|Comedy,"Девушка по имени Крис Паркер даже не подозревала о том, что ей придется стать няней. Но пережив ссору со своим другом, Крис решила хоть как-то отвлечься и заодно заработать.  В первый же вечер, вооружившись журналами мод, записной книжкой и грудой косметики, она приготовилась поскучать. Но то, что произошло дальше с няней и ее тремя подопечными, не поддается описанию. Во всяком случае, скучно им не было."
2134,Weird Science (1985),Comedy|Fantasy|Sci-Fi,Вариант легенды о Франкештейне в этой вызывающей комедии. Наивный вундеркинд и его друг создают «идеальную женщину». Их создание — прекрасная женщина помогает им пройти через все испытания юности.
2135,Doctor Dolittle (1967),Adventure|Children|Musical,"Один немного тронутый, но добрый и веселый доктор по фамилии Дулиттл замучил и достал всех своих соседей. Он не очень любил общаться с людьми, но зато он чувствовал себя как рыба в воде, когда помогал, защищал и заботился о всяких разных зверушках и птичках.  Мало того, у него был такой смешной, но мудрый и умный попугай по имени Полинезия, который научил доктора разговаривать на 500-х языках, правда не человечьих, а звериных.  Но соседи просто вконец обалдели от этого «психа», и тогда Дулиттл решает проблему радикально — отправляется далеко-далеко, в южные моря, чтобы найти там свое счастье, а также кое-какие сокровища…"
2136,"Nutty Professor, The (1963)",Comedy|Sci-Fi,"Университетский профессор, униженный одним из своих учеников-спортсменов, решает найти формулу совершенства и превратить свои слабые мышцы в нечто более спортивное. В результате опытов на себе, он находит формулу, превращающую его в плейбоя, суперкрасавца с ангельским голосом, стальными мышцами и... отвратительными манерами. Только вот незадача - действие формулы очень ограничено, и в самый неподходящий момент супермен вынужден ретироваться, чтобы никто не увидел его обратного превращения в маленького, уродливого и щуплого профессора."
2137,Charlotte's Web (1973),Animation|Children,"В хозяйстве фермера Джона родились поросята. Однако один из них — недоросток, в связи с чем Джон хочет «покончить с ним». Услышав об этом, дочь фермера Ферн берёт поросёнка под защиту, даёт ему имя «Уилбур» и берётся вырастить его. Тем не менее, через шесть месяцев поросёнка всё же продают, и он узнаёт о своей будущей судьбе — попасть на стол в качестве пищи. Оплакивая свою судьбу, он слышит сверху голос паучихи Шарлотты, призывающей его держать нос выше…"
2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,"Фильм, как и одноимённая книга, повествует о приключениях кроликов. В поисках нового дома, группа кроликов попадает в различные передряги."
2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,"Сражаясь за спасение своего домика от разрушения фермером Фицджиббом, миссис Бризби прибегает к помощи своих друзей, среди которых красавица — ворона, мудрая сова и несколько невероятно сообразительных крыс."
2140,"Dark Crystal, The (1982)",Adventure|Fantasy,"Веками в волшебной стране, которую населял народ гелфлингов, царил мир и покой. Но однажды произошла страшная беда: был повреждён Тёмный кристалл, магический камень, управляющий законами Вселенной. Из-за этого нарушилось равновесие хаоса и порядка, а бедных человекообразных гелфлингов поработили воинственные, злобные ящеры скексисы. Если Тёмный кристалл не починить до дня Великого слияния трёх солнц, кошмарные скексисы будут вечно править миром. И тогда храбрые гелфлинги Джен и Кира отправляются на полные опасностей и приключений поиски отколовшейся части кристалла, без которой нельзя исправить святыню…"
2141,"American Tail, An (1986)",Adventure|Animation|Children|Comedy,"Фильм повествует об удивительных приключениях маленького отважного мышонка по имени Фивел. Корабль, на котором он отправился в путешествие из России в Америку на рубеже 19 и 20 веков, был застигнут страшным штормом, и Фивел оказался один в открытом море. Волны вынесли его на берег в Нью-Йоркском порту. Фивел смело отправляется на поиски своей семьи навстречу опасностям и захватывающим приключениям в новом, незнакомом мире."
2142,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western,"Коварный кот Кэт Р. Воул заманивает нашего героя на запад, где тот объединяет свои усилия со знаменитым псом Уайли Берпом в борьбе против зловещего заговора, цель которого — сделать из ничего не подозревающих мышей-поселенцев… гамбургеры!"
2143,Legend (1985),Adventure|Fantasy|Romance,"Злые чары окутали волшебный лес фей и магов, диковинных существ и невиданных созданий. Здесь властвует зловещий Повелитель Тьмы, истребляющий неуловимых единорогов, чтобы повергнуть мир в хаос вечной ночи.  Его коварные слуги — гоблины всюду творят свои черные дела, вселяя ужас в невинных обитателей сказочной страны, и теперь только мужественный лесной странник Джек и его отважные друзья смогут избавить свой удивительный мир от жестокого властелина подземного царства мрака, где томится возлюбленная Джека, прекрасная принцесса Лили.  Дьявол пытается заполучить молодую невинную девушку. А парнишка пытается спасти Единорога, хранителя Света, от посягательств сил Зла."
2144,Sixteen Candles (1984),Comedy|Romance,"В день своего шестнадцатилетия Саманта Бейкер чувствует себя самым несчастным человеком на свете. Ведь из-за свадьбы сестры никто даже не вспомнил о дне ее рождения! А тут еще надоедливые бабка с дедом заставляют идти на школьный вечер с незнакомым китайцем, и ей никак не избавиться от противного новичка, воспылавшего к ней неземной любовью.  И все же, в глубине души, Саманта надеется, что парень, о котором она мечтает, обратит на нее внимание."
2145,Pretty in Pink (1986),Comedy|Drama|Romance,"Она — девушка из бедного квартала. Он — парень из хорошей семьи, который мечтает, чтобы она составила ему пару на выпускном балу. Но их романтичному миру противостоит суровая реальность."
2146,St. Elmo's Fire (1985),Drama|Romance,"Ностальгический взгляд на школьную дружбу молодых людей, шагнувших в большой мир. Их отношения тесно и причудливо переплетены. «Огонек Святого Эльма» — это название бара, где встречаются герои фильма."
2147,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy,"История столкновения двух уровней развития: Кроманьонцев и Неандертальцев. Девушка Аила остается в живых после стихийного бедствия, но все ее племя погибает. Она вынуждена поселиться с другим племенем, жизнь в котором сильно отличается от того, к чему она привыкла."
2148,House (1986),Comedy|Fantasy|Horror,"Молодой писатель Роджер Кобб испытал на собственной шкуре ужасы вьетнамской войны, но это было лишь началом выпавших на его долю испытаний: брак Роджера развалился, малолетний сын исчез, а кровавые кошмары боев продолжали являться Коббу чуть ли не каждую ночь.  Чтобы написать книгу о своих переживаниях, Роджер поселился в мрачном, старинном доме, что достался герою по наследству от тети. У дома — не самая лучшая репутация: его хозяйка была найдена повешенной у себя в комнате, и с тех пор по вечерам здесь раздаются странные звуки…"
2149,House II: The Second Story (1987),Comedy|Fantasy|Horror,"Молодой человек наследует старый дом и приглашает переехать туда свою подругу. С ними происходит ряд мистических случаев, что заставляет парня разрыть могилу своего давно умершего деда, который оказывается жив. И так все еще только начинается…"
2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy,"В дикие, девственные леса Африки с небес падает бутылка «Кока-колы». Здесь же обитает по-детски невинное племя бушменов. Вокруг столкновения двух цивилизаций происходит масса комедийных моментов."
2151,"Gods Must Be Crazy II, The (1989)",Comedy,"Бушмен Хико по-прежнему живет в африканской саванне, как испокон веков жили его предки. На этот раз ему опять приходится столкнуться с цивилизованным миром. Двое его маленьких детей случайно уезжают на грузовике белых браконьеров. Хико бросается на выручку, и, конечно же, попадает в водоворот комических ситуаций."
2152,Air Bud: Golden Receiver (1998),Children|Comedy,"Увидев, как самый спортивный пес Бадди ловко забрасывает мяч в баскетбольную корзину, парочка незадачливых циркачей решает похитить четвероногого чемпиона. А его хозяин Джош тем временем записывается в школьную команду по американскому футболу.  И, как всегда, Бадди приходит на помощь своему лучшему другу и спасает его команду от очередного позорного поражения, а затем ведет ее от победы к победе. Но жуликам-циркачам все же удается похитить пса-чемпиона, заманив Бадди в машину с мороженым.  Это просто катастрофа, ведь без него команде грозит поражение в суперфинале. Теперь лишь везение Джоша, смекалка Бадди и помощь его нового друга — уморительного шимпанзе Мортимера — могут спасти ситуацию!"
2153,"Avengers, The (1998)",Action|Adventure,"Мстители пришли к нам из знаменитого телесериала 60 — х годов. Элегантный Джон Стид в шляпе — котелке и стильная, с кошачьей грацией Эмма Пил. Они пытаются остановить коварного злодея сэра Августа Де Винтера, владеющего секретом управления погодой.  Замысел преступника — покорить мир, ввергнув его в холод и стужу… Фантастические трюки, масштабные декорации, эффектные костюмы Эммы, — все это в сочных красках, под музыку Шиннед О`Коннор и Энни Леннокс."
2154,How Stella Got Her Groove Back (1998),Drama|Romance,"В горе и в радости Стелла и Делайла всегда были вместе. Теперь Стелла настолько занятая женщина, что забыла, как жить по-настоящему. Делайла хочет изменить ситуацию. Все начинается со спонтанной поездки на Ямайку, а заканчивается увлекательным путешествием в тайники собственной души. Это приключение помогает Стелле раскрыть сердце для любви. И какая разница, что объект страсти на 20 лет ее моложе..."
2155,"Slums of Beverly Hills, The (1998)",Comedy|Drama,"По дороге во взрослую жизнь Вивьен мучает несовместимость двух факторов в ее жизни. С одной стороны, страшная подавленность, связанная с постоянными переездами ее семьи, и полное отчаяние, когда шанс поселиться в школьном районе Беверли-Хиллз улетучился, как дым, с другой - ее сексуальный расцвет.  Ко всему этому добавляется появление жизнерадостной кузины, явившейся к Вивьен, чтобы помочь ей выпустить свою сексуальную энергию. Результат доказал, что для того, чтобы хорошо повеселиться, необязательно быть богатым."
2156,"Best Man, The (Testimone dello sposo, Il) (1998)",Comedy|Drama|Romance,
2159,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller,"Одинокий бродяга Генри вовлекает своего туповатого сокамерника по тюрьме Отиса в серию бессмысленных убийств. Наугад выбирая своих жертв, они каждый раз изобретают новые способы убийства. Сестра Отиса Бекки приезжает в Чикаго погостить и влюбляется в Генри."
2160,Rosemary's Baby (1968),Drama|Horror|Thriller,"Молодая бездетная пара Розмари и Гай Вудхаузы переезжают в нью-йорский Бремфорд. Очень скоро они знакомятся с эксцентричными соседями, Минни и Романом Каставетами, которые то и дело навязываются им в друзья.  Однажды Розмари видит странное видение, будто она плывет на яхте с Гаем, который превращается в демона и насилует её. Через несколько дней девушка узнаёт, что беременна. Череда странных событий наталкивает Розмари на догадку, что соседи Вудхаузов — участники сатанинского культа, строящие зловещие планы относительно её ещё не родившегося ребенка."
2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,"Убегая от школьных хулиганов, 10-летний Бастиан спрятался в старой книжной лавке, где нашел таинственную книгу, изукрашенную орнаментом. Открыв ее, Бастиан попал в призрачный фантастический мир бегающих улиток, летающих собак, бескрылых Драконов Удачи, проказливых эльфов и ходячей каменоломни по имени Камнекус. Но волшебной стране Фантазии и ее правительнице, Девочке-Императрице, угрожает страшная напасть под названием Ничто, порожденная «несбывшимися мечтами». Спасти Фантазию могут лишь юный воин Атрейю и сила воображения необыкновенного мечтателя Бастиана..."
2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy,"В этой картине Бастиан должен будет спасти страну Фантазию от злой колдуньи и обрести ту храбрость, которой ему так не хватает в реальной жизни.  В невероятных приключениях к нашему герою снова присоединятся старые друзья — мальчик-воин Атрю, Белый Дракон Счастья и Камнекус. Также Вас ждёт встреча с новыми персонажами: птицей Нимбли, Камнекусом-младшим, робогигантами и драконом Смергом. Добро пожаловать в сказочный мир!"
2163,Attack of the Killer Tomatoes! (1978),Comedy|Horror,"Все население земного шара охвачено паникой. Невинные помидоры, которые люди повсеместно выращивали у себя в огородах, неожиданно превратились в неутомимых охотников, жаждущих человеческого мяса. Полиция и армия не в силах справиться с угрозой и только песня, посвященная подростковому сексу, спасет Землю от кровожадных людоедов."
2164,Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror,"В разрушенном ядерным взрывом Лос-Анджелесе орудует банда моторизованных нацистов с ходовыми псевдонимами Геринг и Менгель. К несчастью, наци-байкеры убивают негра по имени Лерой и на арену выбирается его big black mama. Что она сделала с нацистами — лучше не рассказывать."
2165,Your Friends and Neighbors (1998),Comedy|Drama,"Компания вполне удачливых в жизни друзей озабочена своей неудовлетворенностью в сексе. Подгоняемые голодающим естеством, все пытаются по-своему справиться с проблемой. Их неугомонность достойна другого применения, но они, как заведенные, ввязываются в паутину любовных историй, не задумываясь о последствиях."
2166,Return to Paradise (1998),Crime|Drama|Romance|Thriller,"Джон, Тони и Льюис проводят отпуск в Малайзии. Экзотический остров, женщины, выпивка, немного наркотиков — райская жизнь! Когда Джон и Тони возвращаются домой, в Штаты, Льюис остаётся, чтобы посвятить себя изучению тропической фауны. Однако в бунгало, которое снимали приятели, местная полиция находит оставленные наркотики.  Льюис арестован и, по малазийским законам, его ожидает смертная казнь. Спасти его могут только Джон и Тони."
2167,Blade (1998),Action|Horror|Thriller,"Получеловек-полувампир Блэйд намерен уничтожить виновника своей судьбы - Дьякона Фроста. Когда-то в кровь Блэйда попало совсем немного вампирского яда, но с течением времени он стал ощущать неизбежность своего превращения. Желая избавить людей от тайной и могущественной армии вампиров, заполонившей общество, он отправляется на решающий бой."
2169,Dead Man on Campus (1998),Comedy,"Джош — ответственный юноша, страстно жаждущий знаний и настроенный на серьезную учебу. Купер — прирожденный охламон, обожающий валять дурака и рассматривающий колледж, как плацдарм для бесконечных вечеринок. Под влиянием Купера трудяга Джош забрасывает учебу, посвящая все свое время девушкам и выпивке.  В один прекрасный день друзья осознают, что они оба неисправимые двоечники и над ними нависла зловещая тень исключения. Выход из создавшегося положения подсказал свод законов колледжа, принятый в стародавние времена. Оказывается, если твой сосед по комнате сведет счеты с жизнью, тебе, в качестве моральной компенсации, никогда не посмеют поставить оценки ниже пятерки.  Джош и Скотт бросаются на поиски студента, одержимого манией самоубийства, чтобы предложить ему поселиться у них и тем самым решить все проблемы. Это ведь вопрос их жизни и чьей — то смерти, не так ли?"
2170,Wrongfully Accused (1998),Action|Comedy,"На самом пике своей блестящей карьеры красавец — суперскрипач Райан Харрисон оказался втянутым богатой искусительницей Лорен Гудхью в одно паршивое дельце, связанное с убийством. Несмотря на то, что покушавшийся был одноруким, одноногим и одноглазым, невезучий Харрисон был арестован, признан виновным и приговорен к смертной казни.  К счастью, тюремный автобус заносит на банановой кожуре, что позволяет Харрисону сбежать. Теперь беглец, обреченный на смерть, начинает гонку, преследуемый неутомимым агентом Фергюсом Фоллзом.  Под градом пуль Харрисон спасает невиновных свидетелей, ищет настоящего убийцу, изобличает международный заговор и еще должен успеть получить из химчистки свой смокинг…"
2171,Next Stop Wonderland (1998),Comedy|Drama|Romance,"Эрин окончательно разочаровалась в жизни, когда ее бросил любовник, оставив ей на прощание своего кота Фиделя. У Алана проблемы в личной жизни, уйма долгов и неприятности на работе. Все, что их объединяет, это линия метро, по которой они добираются домой. Там и происходит их случайная встреча, приводящая к множеству забавных и невероятных происшествий."
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy|Drama,"Поначалу Оди Синклер школа для девушек, где она должна была учиться, показалась настоящей тюрьмой. Но, познакомившись с новыми подружками Вереной и Тинкой, она обнаруживает, что и здесь можно повеселиться, если нарушить правила. А в один прекрасный день всех облетела сенсационная весть о грядущем слиянии их школы с школой для мальчиков. И хотя молодые леди уже вовсю интересовались противоположным полом, в их отчаянных головах созрел коварный план срыва предстоящего торжественного мероприятия."
2174,Beetlejuice (1988),Comedy|Fantasy,"Что сделает пара непрофессиональных привидений, когда их добрую Новую Англию наводнят снобы из Нью-Йорка? Они наймут частного «био-экзорциста», чтобы изгнать пришельцев. И результат превзойдет все ожидания!"
2175,Déjà Vu (1997),Drama|Romance,
2176,Rope (1948),Crime|Drama|Thriller,"Двое молодых людей, Брэндон Шоу и Филлип Морган без всякой причины, для развлечения убивают своего приятеля-сокурсника, Дэвида Кентли, задушив его верёвкой. Спрятав тело в сундук, Брендон и Филлип устраивают вечеринку в той же квартире. Среди приглашенных — отец Дэвида, его невеста Жанет и их преподаватель Руперт. В ходе вечеринки Филипп постепенно осознает весь ужас содеянного, а Руперт начинает подозревать неладное."
2177,Family Plot (1976),Comedy|Thriller,"«Семейный заговор» — остросюжетное, остроумное и вообще весьма острое блюдо для гурманов и поклонников старика Хича, где непревзойденный кинокулинар в последний раз изысканно смешал поджог, похищение, ограбление и… убийство."
2178,Frenzy (1972),Thriller,"Ричард Блени обвиняется в совершении серии убийств женщин, которые найдены задушенными мужскими галстуками. Подозрение падает на него после того, как обнаружены тела его бывшей жены и подружки. Дело кажется настолько очевидным, что полиции не составляет труда получить ордер на арест Блени. Однако после того как Ричарда приговорили к тюремному заключению сроком на 25 лет, инспектор Оксфорд, проводивший расследование, начинает сомневаться в его виновности и продолжает поиски убийцы…"
2179,Topaz (1969),Thriller,"Агенты американской и французской разведок пытаются разоблачить советских шпионов на Кубе. По полученной информации, советский разведчик внедрился в структуру НАТО. Им предстоит узнать, кто скрывается под кличкой «Топаз». Проведенное расследование приводит агентов в высшие эшелоны Французского правительства…"
